   0.0000000e+00   4.9762212e+02
   1.5000000e-03   5.1307125e+02
   2.8000000e-03   5.2782944e+02
   4.4000000e-03   5.4356796e+02
   5.9000000e-03   5.5878618e+02
   7.6000000e-03   5.7290712e+02
   8.8000000e-03   5.8398916e+02
   1.0100000e-02   5.9558384e+02
   1.1500000e-02   6.0761653e+02
   1.3000000e-02   6.1889140e+02
   1.4200000e-02   6.2935176e+02
   1.5800000e-02   6.4165307e+02
   1.7500000e-02   6.5318801e+02
   1.8900000e-02   6.6291507e+02
   2.0300000e-02   6.7230342e+02
   2.1700000e-02   6.8221982e+02
   2.3500000e-02   6.9257736e+02
   2.4900000e-02   7.0151470e+02
   2.6600000e-02   7.1089192e+02
   2.8100000e-02   7.1880795e+02
   2.9400000e-02   7.2573072e+02
   3.0700000e-02   7.3291522e+02
   3.2300000e-02   7.4085496e+02
   3.3900000e-02   7.4877407e+02
   3.5700000e-02   7.5740218e+02
   3.7800000e-02   7.6599717e+02
   3.9500000e-02   7.7316631e+02
   4.1300000e-02   7.8065199e+02
   4.3400000e-02   7.8748808e+02
   4.4500000e-02   7.9243587e+02
   4.6500000e-02   7.9911728e+02
   4.8200000e-02   8.0460124e+02
   4.9700000e-02   8.0985920e+02
   5.1700000e-02   8.1590580e+02
   5.3600000e-02   8.2137773e+02
   5.5400000e-02   8.2647711e+02
   5.7300000e-02   8.3175196e+02
   5.9500000e-02   8.3699120e+02
   6.1200000e-02   8.4116075e+02
   6.3000000e-02   8.4538302e+02
   6.4900000e-02   8.4974615e+02
   6.7100000e-02   8.5415473e+02
   6.8900000e-02   8.5790116e+02
   7.1000000e-02   8.6194575e+02
   7.3200000e-02   8.6587547e+02
   7.5300000e-02   8.6939399e+02
   7.7200000e-02   8.7245865e+02
   7.9000000e-02   8.7519762e+02
   8.0600000e-02   8.7769691e+02
   8.2500000e-02   8.8039074e+02
   8.4300000e-02   8.8298027e+02
   8.6500000e-02   8.8582260e+02
   8.8600000e-02   8.8844994e+02
   9.0800000e-02   8.9096164e+02
   9.2700000e-02   8.9311113e+02
   9.4700000e-02   8.9515861e+02
   9.6300000e-02   8.9683655e+02
   9.8100000e-02   8.9866104e+02
   1.0020000e-01   9.0066114e+02
   1.0250000e-01   9.0261421e+02
   1.0430000e-01   9.0427890e+02
   1.0700000e-01   9.0637405e+02
   1.0930000e-01   9.0807630e+02
   1.1140000e-01   9.0957500e+02
   1.1350000e-01   9.1098797e+02
   1.1550000e-01   9.1228030e+02
   1.1750000e-01   9.1352273e+02
   1.1960000e-01   9.1475387e+02
   1.2170000e-01   9.1595251e+02
   1.2410000e-01   9.1717649e+02
   1.2600000e-01   9.1814674e+02
   1.2810000e-01   9.1912883e+02
   1.2990000e-01   9.1995164e+02
   1.3170000e-01   9.2074673e+02
   1.3360000e-01   9.2154921e+02
   1.3560000e-01   9.2236706e+02
   1.3790000e-01   9.2324048e+02
   1.4020000e-01   9.2406749e+02
   1.4250000e-01   9.2484576e+02
   1.4470000e-01   9.2556509e+02
   1.4710000e-01   9.2628193e+02
   1.4910000e-01   9.2687054e+02
   1.5130000e-01   9.2746360e+02
   1.5310000e-01   9.2794518e+02
   1.5510000e-01   9.2844604e+02
   1.5700000e-01   9.2891576e+02
   1.5930000e-01   9.2943106e+02
   1.6120000e-01   9.2984548e+02
   1.6310000e-01   9.3025190e+02
   1.6540000e-01   9.3070118e+02
   1.6740000e-01   9.3107866e+02
   1.6940000e-01   9.3144506e+02
   1.7170000e-01   9.3183292e+02
   1.7370000e-01   9.3215677e+02
   1.7560000e-01   9.3245239e+02
   1.7750000e-01   9.3273998e+02
   1.7970000e-01   9.3304745e+02
   1.8160000e-01   9.3330721e+02
   1.8370000e-01   9.3356364e+02
   1.8470000e-01   9.3368830e+02
   1.8470000e-01   7.2232303e+02
   1.8570000e-01   7.2927267e+02
   1.8670000e-01   7.3670669e+02
   1.8790000e-01   7.4410270e+02
   1.8900000e-01   7.5126414e+02
   1.9020000e-01   7.5808556e+02
   1.9130000e-01   7.6470443e+02
   1.9250000e-01   7.7162001e+02
   1.9380000e-01   7.7907402e+02
   1.9530000e-01   7.8661874e+02
   1.9680000e-01   7.9461122e+02
   1.9860000e-01   8.0170572e+02
   2.0000000e-01   8.0720322e+02
   2.0120000e-01   8.1237071e+02
   2.0250000e-01   8.1772352e+02
   2.0390000e-01   8.2277100e+02
   2.0520000e-01   8.2788807e+02
   2.0670000e-01   8.3325621e+02
   2.0830000e-01   8.3888451e+02
   2.1010000e-01   8.4463794e+02
   2.1200000e-01   8.4980846e+02
   2.1370000e-01   8.5481589e+02
   2.1560000e-01   8.5941077e+02
   2.1730000e-01   8.6356399e+02
   2.1900000e-01   8.6734954e+02
   2.2060000e-01   8.7114049e+02
   2.2240000e-01   8.7541069e+02
   2.2460000e-01   8.7906611e+02
   2.2630000e-01   8.8241523e+02
   2.2820000e-01   8.8547143e+02
   2.2990000e-01   8.8835297e+02
   2.3170000e-01   8.9102903e+02
   2.3340000e-01   8.9360881e+02
   2.3520000e-01   8.9646306e+02
   2.3740000e-01   8.9948286e+02
   2.3980000e-01   9.0196481e+02
   2.4170000e-01   9.0410197e+02
   2.4360000e-01   9.0611475e+02
   2.4550000e-01   9.0794236e+02
   2.4730000e-01   9.0970223e+02
   2.4920000e-01   9.1138968e+02
